id,code,codeType,category,severity,applicableRegions,applicableBrands,title,description,causes,actions,url
p0756,P0756,generic_obd,transmission,caution,US|EU|Global,,P0756 - 1-2 Shift Solenoid Circuit Electrical,"Fault code P0756 means ""1-2 Shift Solenoid Circuit Electrical"". It is a standard OBD-II diagnostic trouble code (DTC) in the powertrain system, classified as ""transmission"" with a severity level of ""caution"". This is a lower-severity code that should be monitored. Have it checked at your next regular service appointment. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Transmission fluid low or degraded|Solenoid valve malfunction|Torque converter clutch issue|Speed sensor failure,Monitor the situation and service at your next scheduled visit|Check transmission fluid level and condition|Have the transmission control module scanned,https://evfaultcode.com/en/common/p0756/
p0757,P0757,generic_obd,transmission,caution,US|EU|Global,,P0757 - Shift Solenoid A Intermittent,"Fault code P0757 means ""Shift Solenoid A Intermittent"". It is a standard OBD-II diagnostic trouble code (DTC) in the powertrain system, classified as ""transmission"" with a severity level of ""caution"". This is a lower-severity code that should be monitored. Have it checked at your next regular service appointment. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Transmission fluid low or degraded|Solenoid valve malfunction|Torque converter clutch issue|Speed sensor failure,Monitor the situation and service at your next scheduled visit|Check transmission fluid level and condition|Have the transmission control module scanned,https://evfaultcode.com/en/common/p0757/
p0758,P0758,generic_obd,transmission,warning,US|EU|Global,,P0758 - Shift Solenoid B Malfunction,"Fault code P0758 means ""Shift Solenoid B Malfunction"". It is a standard OBD-II diagnostic trouble code (DTC) in the powertrain system, classified as ""transmission"" with a severity level of ""warning"". This code indicates a condition that should be addressed soon. Schedule a diagnostic appointment within the next few days to prevent further damage. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Transmission fluid low or degraded|Solenoid valve malfunction|Torque converter clutch issue|Speed sensor failure,Schedule service as soon as possible|Check transmission fluid level and condition|Have the transmission control module scanned,https://evfaultcode.com/en/common/p0758/
p0759,P0759,generic_obd,transmission,caution,US|EU|Global,,P0759 - Shift Solenoid B Performance or Stuck Off/,"Fault code P0759 means ""Shift Solenoid B Performance or Stuck Off/"". It is a standard OBD-II diagnostic trouble code (DTC) in the powertrain system, classified as ""transmission"" with a severity level of ""caution"". This is a lower-severity code that should be monitored. Have it checked at your next regular service appointment. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Transmission fluid low or degraded|Solenoid valve malfunction|Torque converter clutch issue|Speed sensor failure,Monitor the situation and service at your next scheduled visit|Check transmission fluid level and condition|Have the transmission control module scanned,https://evfaultcode.com/en/common/p0759/
p0760,P0760,generic_obd,transmission,caution,US|EU|Global,,P0760 - 2-3 Shift Solenoid Valve Performance,"Fault code P0760 means ""2-3 Shift Solenoid Valve Performance"". It is a standard OBD-II diagnostic trouble code (DTC) in the powertrain system, classified as ""transmission"" with a severity level of ""caution"". This is a lower-severity code that should be monitored. Have it checked at your next regular service appointment. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Transmission fluid low or degraded|Solenoid valve malfunction|Torque converter clutch issue|Speed sensor failure,Monitor the situation and service at your next scheduled visit|Check transmission fluid level and condition|Have the transmission control module scanned,https://evfaultcode.com/en/common/p0760/
p0761,P0761,generic_obd,transmission,caution,US|EU|Global,,P0761 - Shift Solenoid B Stuck On,"Fault code P0761 means ""Shift Solenoid B Stuck On"". It is a standard OBD-II diagnostic trouble code (DTC) in the powertrain system, classified as ""transmission"" with a severity level of ""caution"". This is a lower-severity code that should be monitored. Have it checked at your next regular service appointment. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Transmission fluid low or degraded|Solenoid valve malfunction|Torque converter clutch issue|Speed sensor failure,Monitor the situation and service at your next scheduled visit|Check transmission fluid level and condition|Have the transmission control module scanned,https://evfaultcode.com/en/common/p0761/
p0762,P0762,generic_obd,transmission,caution,US|EU|Global,,P0762 - Shift Solenoid B Electrical/ 2-3 Shift Solenoid Circuit Electrical,"Fault code P0762 means ""Shift Solenoid B Electrical/ 2-3 Shift Solenoid Circuit Electrical"". It is a standard OBD-II diagnostic trouble code (DTC) in the powertrain system, classified as ""transmission"" with a severity level of ""caution"". This is a lower-severity code that should be monitored. Have it checked at your next regular service appointment. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Transmission fluid low or degraded|Solenoid valve malfunction|Torque converter clutch issue|Speed sensor failure,Monitor the situation and service at your next scheduled visit|Check transmission fluid level and condition|Have the transmission control module scanned,https://evfaultcode.com/en/common/p0762/
p0763,P0763,generic_obd,transmission,caution,US|EU|Global,,P0763 - Shift Solenoid B Intermittent,"Fault code P0763 means ""Shift Solenoid B Intermittent"". It is a standard OBD-II diagnostic trouble code (DTC) in the powertrain system, classified as ""transmission"" with a severity level of ""caution"". This is a lower-severity code that should be monitored. Have it checked at your next regular service appointment. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Transmission fluid low or degraded|Solenoid valve malfunction|Torque converter clutch issue|Speed sensor failure,Monitor the situation and service at your next scheduled visit|Check transmission fluid level and condition|Have the transmission control module scanned,https://evfaultcode.com/en/common/p0763/
p0764,P0764,generic_obd,transmission,warning,US|EU|Global,,P0764 - Shift Solenoid C Malfunction,"Fault code P0764 means ""Shift Solenoid C Malfunction"". It is a standard OBD-II diagnostic trouble code (DTC) in the powertrain system, classified as ""transmission"" with a severity level of ""warning"". This code indicates a condition that should be addressed soon. Schedule a diagnostic appointment within the next few days to prevent further damage. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Transmission fluid low or degraded|Solenoid valve malfunction|Torque converter clutch issue|Speed sensor failure,Schedule service as soon as possible|Check transmission fluid level and condition|Have the transmission control module scanned,https://evfaultcode.com/en/common/p0764/
p0765,P0765,generic_obd,transmission,caution,US|EU|Global,,P0765 - Shift Solenoid C Performance or Stuck Off,"Fault code P0765 means ""Shift Solenoid C Performance or Stuck Off"". It is a standard OBD-II diagnostic trouble code (DTC) in the powertrain system, classified as ""transmission"" with a severity level of ""caution"". This is a lower-severity code that should be monitored. Have it checked at your next regular service appointment. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Transmission fluid low or degraded|Solenoid valve malfunction|Torque converter clutch issue|Speed sensor failure,Monitor the situation and service at your next scheduled visit|Check transmission fluid level and condition|Have the transmission control module scanned,https://evfaultcode.com/en/common/p0765/
